iter	MultiClass
697	0.05892513819
698	0.05880291759
699	0.05863037034
700	0.05847818737
701	0.05833919429
702	0.05821000581
703	0.0580852654
704	0.05794142234
705	0.05788400788
706	0.05779796216
707	0.05767785474
708	0.05761192543
709	0.05755758925
710	0.0574717602
711	0.05734632275
712	0.0572303952
713	0.05716290399
714	0.05708363694
715	0.05693647399
716	0.05679797666
717	0.05660994954
718	0.05641785355
719	0.05631843932
720	0.05616832835
721	0.05608502356
722	0.05599868437
723	0.05588861343
724	0.05581890481
725	0.05568169067
726	0.05553573369
727	0.0555092097
728	0.05537740512
729	0.05526449396
730	0.05516452802
731	0.05505371983
732	0.05497395064
733	0.05485196317
734	0.05473265766
735	0.05456949585
736	0.05453325793
737	0.05438945323
738	0.05426979974
739	0.05415316595
740	0.05403845373
741	0.05395430735
742	0.05383896183
743	0.05374394918
744	0.05357496496
745	0.05349715273
746	0.05334131343
747	0.05322062406
748	0.05312917218
749	0.05307183186
750	0.05303985439
751	0.05295425511
752	0.05286941888
753	0.05275147777
754	0.05262695507
755	0.05246745136
756	0.05237147297
757	0.052285297
758	0.0521873261
759	0.05209250917
760	0.05191051438
761	0.05177555741
762	0.05171563314
763	0.05161957456
764	0.051550316
765	0.05148200719
766	0.05136783783
767	0.05126982156
768	0.05116815394
769	0.05110825837
770	0.05101876396
771	0.05095342244
772	0.05087544348
773	0.0507762824
774	0.05070992885
775	0.05061265248
776	0.0504708592
777	0.05038249852
778	0.05023786786
779	0.05017448984
780	0.05012193558
781	0.05006551698
782	0.04995532174
783	0.04987151337
784	0.04981827209
785	0.04974651945
786	0.04963243125
787	0.04950254265
788	0.04939428271
789	0.04933456481
790	0.04915463162
791	0.04911257141
792	0.04899641497
793	0.04886459777
794	0.04869858635
795	0.04865777463
796	0.04857443385
797	0.0484752074
798	0.04837466568
799	0.04825025271
800	0.04815396836
801	0.04810770541
802	0.04804570811
803	0.04795798894
804	0.04782644113
805	0.04771677769
806	0.04766773173
807	0.04759738573
808	0.04752857168
809	0.04744778784
810	0.04735525259
811	0.0473058362
812	0.04724136522
813	0.04719510626
814	0.04713127554
815	0.04706617945
816	0.04696979089
817	0.04690865647
818	0.04681237547
819	0.04674579178
820	0.04669293987
821	0.04664535932
822	0.04657171578
823	0.04648834738
824	0.0464142702
825	0.04633416319
826	0.04623548839
827	0.04616309648
828	0.04611141569
829	0.04603353436
830	0.04597507039
831	0.04591707961
832	0.04587300744
833	0.04575933097
834	0.04569650318
835	0.04563971706
836	0.04559343246
837	0.04551728474
838	0.04544993962
839	0.04539229183
840	0.04529910508
841	0.04521679047
842	0.04514197179
843	0.0450467604
844	0.0449843582
845	0.0449092736
846	0.04481482725
847	0.04472025407
848	0.04466440701
849	0.04461213926
850	0.04458804174
851	0.04453140094
852	0.04444753959
853	0.04434538498
854	0.0442543121
855	0.04418684351
856	0.04413478627
857	0.04408110149
858	0.04395940238
859	0.04390451223
860	0.04383572999
861	0.04372909222
862	0.04364658623
863	0.04362113569
864	0.04355243593
865	0.04348962196
866	0.04344329201
867	0.04339635673
868	0.04331855047
869	0.04328429546
870	0.04321459056
871	0.0431650462
872	0.04307533571
873	0.04297362122
874	0.04291530054
875	0.04285776354
876	0.04281357818
877	0.04277635112
878	0.0426855755
879	0.04261655524
880	0.0425227297
881	0.04242482102
882	0.04233945305
883	0.04227158657
884	0.04216972365
885	0.04210605018
886	0.04206624863
887	0.04195286698
888	0.04190877392
889	0.04188975688
890	0.04181718706
891	0.04174984955
892	0.04168980884
893	0.04159897723
894	0.04157764274
895	0.0415179535
896	0.04145783187
897	0.04142098338
898	0.04137190085
899	0.04133725296
900	0.04124509343
901	0.04119324965
902	0.04115117933
903	0.04108164837
904	0.04098436593
905	0.04091724968
906	0.0408446687
907	0.04078698831
908	0.04072699401
909	0.04063016084
910	0.0406001942
911	0.04049763887
912	0.04044758885
913	0.04039017439
914	0.04035395405
915	0.04031756532
916	0.04027875775
917	0.0402292172
918	0.0401651737
919	0.04009318587
920	0.04002378011
921	0.03997279028
922	0.03992931504
923	0.03988618461
924	0.03986161563
925	0.0398036828
926	0.03972745417
927	0.03968652258
928	0.03963914782
929	0.0395725266
930	0.039485264
931	0.03944536957
932	0.03938608749
933	0.03931084585
934	0.03925720932
935	0.03922895527
936	0.03917152125
937	0.03912390489
938	0.03906505143
939	0.03904196244
940	0.03898165834
941	0.03888849359
942	0.03882924787
943	0.03879495371
944	0.03874408966
945	0.03869611748
946	0.03867097163
947	0.03860534309
948	0.0385541561
949	0.03853349173
950	0.03847555877
951	0.03843943226
952	0.03840559015
953	0.03838732922
954	0.03834668597
955	0.03826094799
956	0.03822893701
957	0.03812995748
958	0.03807414807
959	0.03802696561
960	0.03797701629
961	0.03794670927
962	0.03791749177
963	0.03787399903
964	0.03783356446
965	0.03775682217
966	0.03774187543
967	0.03769201154
968	0.03764554807
969	0.03760705183
970	0.03755840851
971	0.03749698214
972	0.03744926844
973	0.03737134467
974	0.03732480769
975	0.03730071334
976	0.03726644435
977	0.03722996759
978	0.03720227214
979	0.03713939344
980	0.03708637266
981	0.03704111631
982	0.03697946355
983	0.0369321762
984	0.03684721482
985	0.03678490582
986	0.0367172133
987	0.03667732326
988	0.03663302526
989	0.03657002683
990	0.03650846327
991	0.03647310351
992	0.03645762096
993	0.03639080934
994	0.03631953842
995	0.03627765242
996	0.03619540191
997	0.03613769864
998	0.03608956025
999	0.0360627194
